final_date,AARTIIND_close,AARTIIND_low,AARTIIND_moving_avg,AARTIIND_true_false,AIAENG_close,AIAENG_low,AIAENG_moving_avg,AIAENG_true_false,ALKYLAMINE_close,ALKYLAMINE_low,ALKYLAMINE_moving_avg,ALKYLAMINE_true_false,ASIANPAINT_close,ASIANPAINT_low,ASIANPAINT_moving_avg,ASIANPAINT_true_false,ASTRAL_close,ASTRAL_low,ASTRAL_moving_avg,ASTRAL_true_false,ATUL_close,ATUL_low,ATUL_moving_avg,ATUL_true_false,BAJAJFINSV_close,BAJAJFINSV_low,BAJAJFINSV_moving_avg,BAJAJFINSV_true_false,BAJFINANCE_close,BAJFINANCE_low,BAJFINANCE_moving_avg,BAJFINANCE_true_false,COLPAL_close,COLPAL_low,COLPAL_moving_avg,COLPAL_true_false,CUB_close,CUB_low,CUB_moving_avg,CUB_true_false,DABUR_close,DABUR_low,DABUR_moving_avg,DABUR_true_false,DEEPAKNTR_close,DEEPAKNTR_low,DEEPAKNTR_moving_avg,DEEPAKNTR_true_false,DMART_close,DMART_low,DMART_moving_avg,DMART_true_false,GARFIBRES_close,GARFIBRES_low,GARFIBRES_moving_avg,GARFIBRES_true_false,HAVELLS_close,HAVELLS_low,HAVELLS_moving_avg,HAVELLS_true_false,HCLTECH_close,HCLTECH_low,HCLTECH_moving_avg,HCLTECH_true_false,HDFC_close,HDFC_low,HDFC_moving_avg,HDFC_true_false,HDFCBANK_close,HDFCBANK_low,HDFCBANK_moving_avg,HDFCBANK_true_false,HDFCLIFE_close,HDFCLIFE_low,HDFCLIFE_moving_avg,HDFCLIFE_true_false
31-10-2017,476.65,463.65,366.69875,1,1376.6,1372,1284.425,1,617.8,597.05,374.6325,1,1180.85,1176.15,1058.61,1,457.0201,448.2001,314.4301,1,2397.75,2394,2187.385,1,5010.35,4881,3528.0875,1,1800.6,1774.55,1168.94,1,1064.65,1058.05,969.17,1,146.8636,144.7727,119.9198355,1,332.85,322.8,289.735,1,217.15,213.95,123.84,1,1140.6,1135,NA,NA,938,931.6,629.2525,1,484.75,483.1,417.4675,1,427.9,418.5,407.625,1,1707.4,1697.95,1437.59,1,904.25,899.625,704.15125,1,NA,NA,NA,NA
29-09-2017,446.475,435.75,353.51625,1,1328.7,1313.5,1255.9475,1,432.6,429.3,358.1775,1,1131.7,1127,1041.8725,1,443.2501,432.4801,301.836095,1,2390.1,2250.5,2135.13,1,5154.45,5062.6,3358.165,1,1838.05,1830.35,1108.57025,1,1066.75,1052,956.9575,1,147.5455,141.3636,116.064259,1,305,303.9,284.95,1,194.05,191,115.965,1,1078.45,1048.9,NA,NA,879.8,867.25,596.295,1,483.15,472,406.84,1,437.4,433.35,406.56125,1,1742.15,1730,1405.235,1,902.85,898.125,683.235,1,NA,NA,NA,NA
31-08-2017,434.075,419,343.51,1,1311.1,1273,1230.6075,1,416.5,410,352.43,1,1168.55,1144.3,1028.7825,1,411.8701,402.9301,292.353095,1,2183.9,2105.75,2088.25,1,5502.85,5455.55,3193.525,1,1781.9,1770,1046.30975,1,1112.55,1102.55,946.5175,1,144.4545,143,111.992769,1,315.1,312.5,282.2325,1,178.55,175.45,109.5575,1,1039.8,1032,NA,NA,843.4,841.05,570.075,1,488.35,483.45,397.5175,1,432.65,420.1,406.335,1,1776.9,1746,1377.1275,1,888.225,878.2,664.33875,1,NA,NA,NA,NA
31-07-2017,486.025,483.325,334.88375,1,1450.3,1431.3,1209.685,1,406.25,405.2,349.87,1,1161.7,1146.1,1014.5325,1,374.8201,373.8001,284.880095,1,2198.85,2178,2059.6425,1,4991.85,4927,3017.7775,1,1703.1,1697.6,987.2645,1,1079.55,1071.05,939.5325,1,160.3182,148.1818,108.577895,1,310,308.25,280.325,1,162.3,161.7,104.3075,1,919.7,897,NA,NA,887.6,881.2,549.07,1,472.8,471.5,388.335,1,446.45,439.225,406.08,1,1789.25,1751.2,1351.47,1,892.2,883.275,646.98125,1,NA,NA,NA,NA
30-06-2017,458.4,432.95,322.98625,1,1395.3,1367.9,1181.07,1,378.2,375,345.7175,1,1102.95,1083.3,998.3725,1,412.1701,403.5001,278.569595,1,2414.65,2390,2031.7,1,4118.7,4052.25,2864.2925,1,1373.1,1352.5,929.8145,1,1110.85,1080,933.8625,1,146.157,145.6198,104.1053735,1,292.1,287.1,278.4525,1,161.4,156.5,99.7625,1,815.1,805,NA,NA,815.65,808,524.295,1,460,440.85,378.9825,1,425.45,419.2,405.53125,1,1614.95,1606.95,1302.9175,1,826.025,821.5,629.315,1,NA,NA,NA,NA
31-05-2017,440.15,436,312.86625,1,1472.05,1423.8,1159.2625,1,384.2,381,342.11,1,1151.2,1144.55,984.7575,1,363.9601,345.7201,270.393095,1,2510.1,2490.05,1994.48,1,4192,4115.65,2756.7575,1,1326.95,1316.1,887.27125,1,1014.55,1009.7,926.0875,1,141.4463,138.0165,100.5123995,1,279.95,276.15,277.335,0,141.25,139.55,94.9475,1,745.15,726.4,NA,NA,793.9,786.65,500.84,1,487.4,473.5,368.6625,1,432.125,429.125,406.05125,1,1569.85,1565.4,1263.08,1,818.1,811.575,615.50375,1,NA,NA,NA,NA
28-04-2017,438.9,428.45,304.615,1,1507,1439.9,1135.245,1,502.05,479.05,338.3375,1,1120.45,1105.35,969.2775,1,331.5601,315.9001,264.919595,1,2443.2,2416.05,1946.75,1,4575.65,4530,2633.6325,1,1276.2,1268.75,846.58,1,1035.75,1029.95,923.435,1,136.1983,131.7355,97.2396715,1,286.75,285.55,277.1375,1,136.85,134,91.04,1,736.5,735,NA,NA,752.5,737,477.885,1,483.9,474.1,356.905,1,407.05,399.875,408.99875,0,1537.15,1532.15,1225.4975,1,773.25,768.55,601.31875,1,NA,NA,NA,NA
31-03-2017,382.775,377.525,293.26625,1,1587.85,1530.8,1105.7525,1,452.4,443.9,328.2525,1,1073.5,1065,955.685,1,328.5901,325.5301,261.301595,1,2391.85,2360,1892.2325,1,4098.4,4050,2495.34,1,1171.1,1167.5,807.876,1,995.5,990.95,920.5175,1,125.2893,119.5041,94.3905,1,277.35,272.3,276.4525,0,131.25,122.8,87.265,1,637.85,630,NA,NA,709.85,704,455.03,1,465.75,462.45,345.7175,1,437.375,433.5,412.9225,1,1502.1,1496.55,1189.55,1,721.275,718.275,588.3425,1,NA,NA,NA,NA
28-02-2017,386.675,385,284.5725,1,1480.95,1466.3,1076.0875,1,369.25,364.2,319.4575,1,1024.2,998.15,946.15,1,270.0001,267.2701,256.02309,1,2228.3,2210.1,1836.1675,1,3914.15,3795.05,2382.705,1,1108.2,1096,776.8775,1,900.25,890,920.48875,0,119.2562,119.0083,92.303721,1,276.9,273.4,277.25,0,107.45,107,84.2675,1,NA,NA,NA,NA,687.8,670,434.25,1,406.1,396.25,336.385,1,420.05,417.925,416.01,1,1370.05,1368.4,1155.355,1,695.05,692.25,580.07,1,NA,NA,NA,NA
31-01-2017,359.15,356.5,273.74375,1,1354.35,1341,1052.405,1,316.15,315.05,315.075,0,970.7,964,932.7075,1,231.2101,229.2601,254.17959,0,2269.8,2232.5,1784.5125,1,3245.85,3212.55,2263.6025,1,1036.9,1030.75,748.6845,1,887.65,880,926.47,0,124.0083,118.2231,90.5123985,1,276,273.6,277.41,0,107.2,106.6,82,1,NA,NA,NA,NA,585.25,579,410.1425,1,420.05,415.1,330.2125,1,405.575,393.55,418.00125,0,1365.85,1353,1127.7625,1,643.325,638.5,571.99625,1,NA,NA,NA,NA
30-12-2016,342.475,338.5,263.7275,1,1296.1,1257.15,1035.5575,1,306.25,291,313.62,0,891.05,882.5,923.525,0,236.9401,229.9201,254.17209,0,2077.9,2060,1729.5875,1,2894.85,2877.15,2177.665,1,842.2,833,717.92225,1,904.6,894.95,932.1825,0,106.7355,105.9504,88.5578515,1,278.15,273.55,277.1025,0,92,89.25,79.9925,1,NA,NA,NA,NA,612,605,390.6875,1,342.25,330.1,322.9975,1,413.975,407.45,422.99125,0,1262.6,1249.5,1100.38,1,603.1,599.975,566.09375,1,NA,NA,NA,NA
30-11-2016,362.45,359.45,254.445,1,1334.75,1306,1028.2825,1,309.75,305,314.815,0,969.9,952.55,917.095,1,241.0801,235.5001,255.56109,0,2234.75,2192,1683.595,1,2990,2908.7,2104.6675,1,919.8,909.05,696.03375,1,933.7,931,936.6575,0,111.3223,110.4545,87.121903,1,283.55,276.2,275.79,1,93.7,91.8,78.8425,1,NA,NA,NA,NA,625.25,617.55,369.2475,1,344.35,339.55,319.875,1,401.9,399,424.30625,0,1263.1,1237.55,1078.16,1,599.8,590.55,560.65875,1,NA,NA,NA,NA
28-10-2016,378.5,370.65,245.0925,1,1292.8,1252.05,1024.1725,1,340.65,335,315.055,1,1069.9,1066.05,909.165,1,268.6801,259.2301,256.94259,1,2309.3,2300,1628.4575,1,3383.2,3295.5,2025.895,1,1072.55,1052.7,670.586,1,973.15,936.2,940.33,0,123.2645,119.876,85.55992,1,291.55,287.45,274.89,1,111.5,108.3,77.5825,1,NA,NA,NA,NA,551.45,540,347.0675,1,407.1,405.3,317.92,1,381.575,380,428.72125,0,1391.7,1362.4,1055.915,1,629.525,620.05,556.23625,1,NA,NA,NA,NA
30-09-2016,310.325,300,233.43125,1,1289.45,1241.05,1017.0175,1,311.5,309,314.445,0,1160.7,1156,896.0275,1,263.7301,258.3,256.86459,1,2284.35,2217.1,1578.0925,1,3069.55,3040.05,1927.8425,1,1055.9,1020.55,637.494,1,970.65,959.05,939.7,1,109.1736,107.4793,83.5165295,1,271.2,266.4,273.57,0,119.05,111.25,75.735,1,NA,NA,NA,NA,525.15,473,329.4825,1,418.2,405.95,311.26,1,399.95,393.5,434.9175,0,1393.45,1381.8,1027.24,1,636.425,633.7,551.11,1,NA,NA,NA,NA
31-08-2016,309.75,307.75,225.03125,1,1281.55,1270.85,1009.42,1,316.1,315.05,315.3925,0,1157.9,1149,880.88,1,285.1201,282.9001,255.129085,1,2226.45,2200,1528.5125,1,2967.3,2846,1846.7425,1,1101.11,1081.105,604.95175,1,948.35,943.5,938.05625,1,108.843,107.1074,81.9152875,1,290.6,288.75,272.8225,1,113.45,102,73.9125,1,NA,NA,NA,NA,474.95,471.6,313.65,1,417.6,416.3,303.2725,1,389.275,386.525,437.316875,0,1405.45,1390,998.4775,1,645.6,632.75,546.2225,1,NA,NA,NA,NA
29-07-2016,277.5,275.5,215.8475,1,1029,1025,999.465,1,337.4,328.15,318.225,1,1114.15,1102.25,860.6,1,307.2001,303.0001,252.681085,1,1921.65,1904.85,1486.59,1,2723.9,2652.65,1763.76,1,1037.265,1025,567.316,1,933.35,930,935.27625,0,107.314,105.5372,80.363633,1,303.6,303.05,269.98,1,102.95,98,72.325,1,NA,NA,NA,NA,452.9,448.2,299.955,1,389.65,380.55,296.16,1,376.475,372.75,437.814375,0,1374.5,1373,969.115,1,623.1,617.5,537.7325,1,NA,NA,NA,NA
30-06-2016,260.275,259.5,209.16875,1,1028.75,974.7,1008.4525,0,363.35,360.55,319.845,1,1003.3,996.05,842.1275,1,282.0301,278.4001,250.399585,1,2050.5,1922,1454.4675,1,2321.6,2279.55,1685.095,1,799.67,768.005,530.912,1,918.5,910,935.13875,0,96.19835,91.15702,78.8367755,1,308.65,304.6,266.845,1,86.3,85,71.4375,1,NA,NA,NA,NA,393.3,387,285.815,1,359.9,354.6,292.65,1,365.225,363.2,439.77,0,1253.6,1243.05,941.3,1,588.225,581.075,530.50625,1,NA,NA,NA,NA
31-05-2016,259.675,257.025,203.78125,1,941.2,937,1003.9975,0,310.05,308.75,319.1575,0,984.85,980.7,824.8125,1,266.6101,256.2301,246.51158,1,1879.05,1865.05,1415.73,1,1820.65,1798.7,1622.4325,1,758.88,747,504.971,1,861.35,853.8,931.47375,0,88.05785,87.31405,77.53099,1,289.7,288.25,262.7375,1,82.35,82,70.8,1,NA,NA,NA,NA,363.6,353.4,274.0375,1,364.5,355.95,288.925,1,369.9,368.175,441.61375,0,1237.7,1222.35,919.53,1,590.95,588.7,523.89125,1,NA,NA,NA,NA
29-04-2016,266.025,262.5,197.765,1,990.9,980.25,1003.9525,0,310.55,308.95,322.7975,0,866.25,861.65,807.0475,1,265.6201,261.0301,245.24558,1,1800.95,1782,1391.2575,1,1875.35,1842,1587.8825,1,682.91,679.52,480.6335,1,840.85,836.1,931.97,0,77.6033,77.23141,76.6776845,1,275.8,271.15,259.36,1,70.05,69.1,70.6075,0,NA,NA,NA,NA,354.1,352.05,264.265,1,332.2,330.45,283.9425,1,375.15,373.6,444.553125,0,1088.45,1074.2,898.555,1,566.175,553.1,516.16,1,NA,NA,NA,NA
31-03-2016,257.725,255.175,191.48125,1,939.8,930,998.335,0,311.65,307,323.60625,0,868.4,865.1,794.945,1,247.1401,243.0901,244.09808,0,1534.3,1495,1369.04,1,1711.1,1685.6,1546.78,1,692.415,673.5,458.845,1,830.85,818.5,928.33,0,78.34711,75.57851,75.9814035,0,249.9,246.4,257.2,0,68,67.45,70.955,0,NA,NA,NA,NA,338.6,331.1,254.8075,1,321.35,312.7,281.5425,1,407.05,404.95,446.18,0,1105.6,1098,885.0425,1,535.575,532.525,508.94,1,NA,NA,NA,NA
29-02-2016,213,210,183.97125,1,807.05,755,990.33,0,288.7,284,323.44,0,846.1,841.6,782.9575,1,205.14,199.83,242.092575,0,1352.65,1315,1351.9625,0,1611.9,1586.85,1508.4375,1,593.205,564.395,435.18625,1,820.4,808.2,925.9425,0,69.75207,68.59504,75.1074365,0,237.15,235,255.0675,0,59.65,59.25,71.595,0,NA,NA,NA,NA,278.85,271.2,244.2725,1,272.2,267.15,277.4545,0,406.625,397.5,445.26625,0,1060.3,1022.05,870.6725,1,485.925,464,503.01125,0,NA,NA,NA,NA
29-01-2016,246.35,243.975,178.39,1,821.9,801.55,988.7975,0,317.65,315,323.04375,0,869.9,859,770.3525,1,253.5901,243.0301,242.35883,1,1452.5,1445,1328.8575,1,1861.65,1850.1,1474.58,1,592.84,575.6,415.55875,1,857.95,851.95,922.63625,0,66.1157,65.70248,74.7210725,0,250.65,243.15,252.585,0,65.9,64.6,72.9925,0,NA,NA,NA,NA,355.4,340.3,235.9225,1,296.7,292.1,275.5695,1,432.875,421.15,443.686875,0,1180,1145.05,858.5675,1,524.925,517.6,499.25375,1,NA,NA,NA,NA
31-12-2015,261.55,260.05,170.12,1,892.65,889.95,985.47,0,365.3,362.1,316.975,1,883.55,875,752.2375,1,262.4101,259.2001,238.567575,1,1611.75,1605,1297.0025,1,1987.9,1952,1424.0975,1,600.995,596.14,396.021,1,972.85,967.3,914.41,1,76.15702,74.91736,74.2314035,1,276.95,273.3,249.475,1,73.55,73,74.137,0,NA,NA,NA,NA,423.3,420,222.765,1,304.7,298.15,270.4385,1,427.55,418.475,439.775,0,1263.75,1233.9,840.4775,1,541.075,537.5,492.82625,1,NA,NA,NA,NA
30-11-2015,248.075,243.75,160.32375,1,878,878,971.015,0,323.2,306,305.96,1,838.5,834,733.3175,1,248.6101,245.5501,233.57782,1,1640,1640,1243.4925,1,1922.15,1914,1366.31,1,554.1,547.36,375.32075,1,966.15,964.65,901.635,1,70.86777,70.24793,72.842974,0,272.55,271.6,244.59,1,71.4,69.8,73.091,0,NA,NA,NA,NA,392.1,375.2,205.265,1,285.75,284.75,264.5175,1,435.475,431.325,435.93375,0,818.2,818.2,818.2,0,538.875,534.85,483.805,1,NA,NA,NA,NA
30-10-2015,256,253.05,150.99125,1,959.15,942,955.0575,0,306.05,306.05,296.04875,1,830.65,826.4,718.79,1,248.6401,246.6901,228.138065,1,1670.25,1532.15,1183.18,1,1968,1942.1,1309.605,1,522.235,518.8,356.57075,1,955.35,946.75,887.64,1,74.29752,71.77685,71.524792,1,269.75,268.35,239.945,1,65.1,64.25,71.656,0,NA,NA,NA,NA,346.55,328.5,188.645,1,253.6,252.1,259.569,0,435.85,433.775,431.54375,1,818.2,818.2,818.2,0,549.8,545.225,475.58125,1,NA,NA,NA,NA
30-09-2015,275.125,261.5,140.885,1,991.7,940.1,935.5275,1,308.75,303,286.5625,1,841.6,807.9,700.9075,1,254.4901,252.3901,221.34756,1,1555.5,1502.05,1120.6975,1,1729.5,1725,1247.31,1,513.125,502.2,338.3165,1,961.5,943.5,872.71125,1,75.99174,75.57851,69.7252055,1,276,274.8,235.13,1,63.1,62.35,70.445,0,NA,NA,NA,NA,334.8,328,174.4575,1,252.25,248.55,254.577,0,491.075,476.925,429.445625,1,818.2,818.2,818.2,0,534.4,530.675,464.83125,1,NA,NA,NA,NA
31-08-2015,211.925,210,129.58375,1,917.15,902,911.5175,0,300.35,296.65,276.94625,1,848.6,845.05,682.4125,1,259.2001,252.6001,213.714805,1,1352.85,1306,1063.48,1,1809.8,1770,1194.8425,1,502.12,499.9,320.316,1,977.4,970,857.13125,1,79.21487,78.80165,67.9462795,1,273.05,271.2,229.93,1,61.35,60,68.815,0,NA,NA,NA,NA,295.4,293.5,160.4675,1,260.15,257.5,249.7515,1,485.525,479.1,423.169375,1,818.2,818.2,818.2,0,513.725,507.775,453.82375,1,NA,NA,NA,NA
31-07-2015,208.9,202.525,121.46375,1,994.55,979.75,889.58,1,276.5,275.5,268.2275,1,882.8,855.15,664.4825,1,223.02,221.4001,205.705551,1,1270.55,1232.55,1018.405,1,1845.7,1833,1141.4875,1,551.13,538.055,303.11625,1,994.925,974,842.095,1,83.55372,82.89256,66.1218995,1,293.3,289.6,224.795,1,71.3,71,67.248,1,NA,NA,NA,NA,294.25,289.05,148.3975,1,279.1,277.35,244.653,1,499.125,478,414.675,1,818.2,818.2,818.2,0,555.825,551.5,444.78375,1,NA,NA,NA,NA
30-06-2015,170.1,166.075,113.12875,1,1007.3,965.05,860.8225,1,281.6,276.5,259.9025,1,755.35,737,645.525,1,233.1301,228.1801,198.334552,1,1195.2,1147.2,975.485,1,1532.1,1501.05,1085.8225,1,544.34,538,282.6125,1,1019.875,1000,823.92375,1,83.42975,82.80991,63.9772715,1,280.1,275.1,218.4125,1,62.1,61.05,65.183,0,NA,NA,NA,NA,205.65,195.1,136.285,1,282.65,271.75,238.237,1,459.875,455.5,403.29375,1,818.2,818.2,818.48,0,533.575,524,433.525,1,NA,NA,NA,NA
29-05-2015,158.825,156,106.615,1,1017.4,1008,829.7875,1,287.05,286,250.3225,1,787.05,768,634.73,1,231.0601,226.2001,190.469298,1,1171.3,1151.35,934.5725,1,1527.1,1513.6,1041.1225,1,421.655,411.57,262.16075,1,1001.9,995,803.90625,1,84.91736,82.85124,61.789255,1,269.85,268.55,213.34,1,67.05,65.5,63.42075,1,NA,NA,NA,NA,196.15,188.6,128.5525,1,275.75,270.7,231.501,1,505.375,481,393.991875,1,818.2,818.2,820.3225,0,525.275,513.575,423.86625,1,NA,NA,NA,NA
30-04-2015,156.825,154.7,100.43,1,1150.6,1110.25,794.6325,1,330.15,326.05,239.495,1,762.45,747.2,618.34,1,264.7201,259.5301,182.140544,1,1158.05,1106,892.3025,1,1434.9,1375,995.04,1,404.43,395.1,246.9055,1,994.1,988.075,784.80875,1,78.01653,77.19008,59.295453,1,251.9,250.5,208.3225,1,69,66.5,61.33825,1,NA,NA,NA,NA,183.2,180.1,121.095,1,279.8,277,224.072,1,440.275,431.25,382.313125,1,818.2,818.2,817.625,1,494.4,489.525,412.42875,1,NA,NA,NA,NA
31-03-2015,175.4,171.975,94.27625,1,1252.55,1175.1,753.2425,1,314.55,305,226.4875,1,811.3,802.05,601.265,1,268.7101,255.9301,171.99094,1,1132,1110,849.15,1,1414.55,1395.05,952.8,1,410.845,398.99,231.818,1,1007.15,992.75,765.18625,1,80.08264,79.2562,57.0413205,1,265.55,264.45,203.8825,1,68.5,65.05,59.03825,1,NA,NA,NA,NA,181.65,180.6,113.9825,1,305.25,302.3,216.106,1,490.2,483.5,373.305,1,818.2,818.2,812.6475,1,511.35,507.425,402.55875,1,NA,NA,NA,NA
27-02-2015,145.275,143,87.4575,1,1149.7,1109.8,705.9675,1,328.45,312.5,214.26,1,807.15,796.1,586.08,1,267.1201,258.3601,161.819136,1,1302,1291,808.035,1,1422.15,1403.25,911.5525,1,410.71,406.105,216.9955,1,960.55,957,749.22625,1,82.39669,81.81818,54.9876015,1,265.15,260.1,198.675,1,74.55,73.6,56.92075,1,NA,NA,NA,NA,199.75,197.75,106.955,1,273.9,265.45,206.928,1,505.5,493.8625,360.514375,1,818.2,818.2,811.76,1,527,522.725,392.235,1,NA,NA,NA,NA
30-01-2015,142.325,140.3,82.17875,1,1137.5,1126,664.99,1,330.45,316,201.34125,1,857.75,854.1,568.905,1,229.02,221.9701,151.7994315,1,1292.75,1288,757.925,1,1447.55,1398,872.57,1,405.055,401.01,203.38375,1,937.775,932.75,735.12125,1,77.14876,76.81818,53.148759,1,256.25,251,193.1875,1,82.6,82.5,54.59325,1,NA,NA,NA,NA,208.5,206.8,99.1675,1,258.45,257.35,200.5855,1,447.9375,438.2875,344.939375,1,818.2,818.2,814.8025,1,538.675,532.125,382.6225,1,NA,NA,NA,NA
31-12-2014,126.075,124.5,77.25625,1,1082.45,1057.25,623.985,1,372.75,350.25,188.34375,1,752.3,749.1,550.333,1,236.1601,234.2401,143.498432,1,1388,1380,710.695,1,1307.65,1305.1,833.34,1,348.395,340.505,190.49275,1,892.75,888.175,724.48375,1,77.80991,76.73553,51.580577,1,233.75,230.25,188.1925,1,81.7,80.75,51.83825,1,NA,NA,NA,NA,201.05,196.15,90.93,1,275.35,274.05,195.0515,1,399.225,390.95,331.853125,1,818.2,818.2,818.4,0,475.8,474.875,373.20125,1,NA,NA,NA,NA
28-11-2014,143.925,139.6,73.25125,1,1208.75,1152.65,585.28,1,369.8,365,173.58125,1,744.7,715.6,536.12425,1,261.5701,255.0001,133.9713275,1,1279.2,1252.4,659.62,1,1150.6,1133.2,805.0525,1,309.185,304.55,179.20425,1,930.6,925.65,716.6325,1,76.77685,75.16529,49.950412,1,240.9,240.15,183.895,1,85.2,84.7,49.12825,1,NA,NA,NA,NA,170.1,164,83.1025,1,319.45,307.7,187.8685,1,415.5875,411.175,320.909375,1,818.2,818.2,819.87,0,478.575,473.5,366.46875,1,NA,NA,NA,NA
31-10-2014,152.525,146,68.06875,1,939.65,923.7,540.7375,1,349.6,346,158.89125,1,657,647.1,523.4755,1,204.27,203.3701,123.079523,1,1275.75,1267.65,610.625,1,1068.35,1058.55,786.1,1,280.85,278,169.4855,1,845.2,841.35,701.14375,1,70.08264,67.89256,48.283057,1,226.5,218.6,178.6975,1,73.55,72,46.19325,1,NA,NA,NA,NA,157.75,156.95,76.73,1,285.4,280.4,178.334,1,402.1,395.9625,310.0675,1,818.2,818.2,820.2725,0,455.925,448.675,358.17375,1,NA,NA,NA,NA
30-09-2014,139.35,136.5,62.54625,1,940.3,916,509.645,1,382.85,370.1,145.03625,1,629.55,622.4,511.9865,1,241.2901,237.6001,115.2645235,1,1389.6,1360,562.835,1,1129.65,1080.25,773.1925,1,272.13,265.295,161.84975,1,871.275,836.5,690.68875,1,70.99174,70.45454,47.0557845,1,222.15,220.25,173.6925,1,78.5,78.25,43.82525,1,NA,NA,NA,NA,168.15,166.15,71.12,1,264.85,260.2,170.443,1,428.6875,426.5125,299.005,1,818.2,818.2,817.245,1,436.325,430.575,351.01125,1,NA,NA,NA,NA
28-08-2014,140.35,138.75,58.08625,1,878.55,835.25,478.83,1,326.725,315,130.2475,1,624.2,620.05,503.01475,1,242.6701,240.0001,105.320719,1,1356.6,1340,511.4375,1,1053.3,1033,759.31,1,247.14,245.08,154.702,1,768.05,765.275,680.8775,1,63.67768,63.42975,46.0619825,1,232.6,227.5,169.22,1,77,74.4,41.19975,1,NA,NA,NA,NA,164.95,161,65.16,1,284.2,281.2,163.7835,1,407.6875,406.2,286.170625,1,818.2,818.2,815.6625,1,421.775,417,345.27125,1,NA,NA,NA,NA
31-07-2014,107.525,106.525,53.59375,1,779.7,761.25,451.305,1,308.325,295,117.54625,1,628.65,625.1,493.9675,1,207.03,203.7,95.3172145,1,1192.75,1170.2,464.7575,1,944.25,932,751.8225,1,219.24,218.5,148.914105,1,783.1,777.75,681.6525,1,60.86777,60.70248,45.1859495,1,207.25,200,164.035,1,80.8,79.1,38.675,1,NA,NA,NA,NA,127.9,118,59.4325,1,239.59,230.31,155.9395,1,388.775,385.275,273.52,1,818.2,818.2,816.195,1,417,414.275,341.1475,1,NA,NA,NA,NA
30-06-2014,101.375,98.6,50.53375,1,776.4,771,429.0625,1,280.775,275.05,105.63625,1,594,584.7,484.18675,1,210.4651,198.735,87.063615,1,890.55,878.05,426.35,1,934.75,921.55,748.72,1,200.655,199.5,144.64217,1,754.275,752.5,678.52375,1,62.02479,61.4876,44.291321,1,187.5,185.75,160.075,1,87.6,84,35.961,1,NA,NA,NA,NA,111.85,110,55.585,1,234.5,231.6,149.698,1,375.0375,371.25,262.2875,1,818.2,818.2,817.46,1,410.775,409.95,337.89625,1,NA,NA,NA,NA
30-05-2014,80.95,79.5,47.78,1,755.35,736.35,409.715,1,196.275,190.85,95.13875,1,507.6,501.75,473.84275,1,177.765,174.36,78.6268605,1,815.4,811,401.6975,1,852,847.7,744.56,1,202.085,197,140.850615,1,693.425,683.65,672.95,1,56.32232,55.82645,43.2195065,1,188.45,178.6,156.9175,1,88.79,87,32.5825,1,NA,NA,NA,NA,92.25,89.1,52.5425,1,194.08,188.3,143.7425,1,354.6375,344.1875,251.135625,1,818.2,818.2,814.6675,1,396.375,365,333.2125,1,NA,NA,NA,NA
30-04-2014,65.625,64.35,45.6975,1,603.55,580.1,389.7925,1,145,145,88.64875,1,505.15,498.2,468.13675,1,162.615,161.58,71.533511,1,541.55,535.65,377.7775,1,832.15,819.95,745.64,1,186.99,182.8,136.47748,1,717.35,710,668.45375,1,48.38843,47.72727,42.2826205,1,179.25,177.8,153.895,1,52.63,52.5,29.02225,1,NA,NA,NA,NA,73.3,72,50.3925,1,186.28,185,140.2835,1,350.725,348.8625,240.621875,1,818.2,818.2,812.4775,1,360.65,355.825,329.1225,1,NA,NA,NA,NA
31-03-2014,61.425,61,44.20375,1,558.85,547.7,376.3725,1,124.975,124.975,84.14875,1,547.95,535,461.08275,1,139.815,139.2,65.0008615,1,433.75,425.15,365.51,1,788.05,765.1,743.144355,1,179.1,176.5,132.224165,1,686.25,683,662.7675,1,44.50413,44.00826,41.710244,1,179.65,177.85,151.06,1,42.7,42.495,27.22075,1,NA,NA,NA,NA,59.7,59.4,49.18,1,186.78,181.82,136.408,1,347.675,345.25,229.890625,1,818.2,818.2,808.3325,1,374.4,371.55,325.97375,1,NA,NA,NA,NA
28-02-2014,53.875,53.25,42.98125,1,568.55,554,364.2175,1,116.325,112.525,80.33125,1,473,470.55,451.89675,1,112.83,112.215,59.391612,1,420.6,415.6,357.3675,1,722.1,712,740.318955,0,157.15,154.995,128.310215,1,656.775,655.5,657.41125,0,38.30579,38.1405,41.341023,0,173.45,172.1,148.0425,1,40.88,38.6,25.88525,1,NA,NA,NA,NA,62.8,61.6,48.6575,1,153.76,152,132.436,1,393.8875,382.5,218.98875,1,818.2,818.2,801.98,1,334.8,332.575,321.9475,1,NA,NA,NA,NA
31-01-2014,49.1,47.375,42.1375,1,511.5,505,352.9725,1,116.425,116.425,76.965,1,471.7,467.05,447.6895,1,101.835,96.91502,55.092012,1,411.15,408.7,347.4875,1,680.15,671.05,737.831385,0,153.115,150,124.8853115,1,649.9,640,654.50375,0,40.41322,40.08264,41.288871,0,172,167.95,145.0975,1,30.5,30.47,24.68125,1,NA,NA,NA,NA,55,54.55,48.0375,1,155.74,154.2,130.58,1,365.55,357.525,205.25,1,818.2,818.2,793.73,1,314.25,312.55,319.29625,0,NA,NA,NA,NA
